Nome da Empresa;Categoria;website;Qtd Funcionários;Data da Fundação;Localização
FX4 Bank;Marketing e publicidade;https://www.crmsolucoesmktdigital.com;2-10;2014;Empresa OnLine, Campo Grande, MS 79031-900,
Maciel Associados®;Serviços financeiros;54.99902-3788;0;2009;Rua Luis Michielon, 465 - Bairro Cruzeiro, 2º Andar, Caxias do Sul, RS 95.074-000,
Batcar Veículos: Veículos Premium, Carros Usados, Carros Seminovos, Brasília DF;Consultoria de gerenciamento;http://gwtechnologies.com.br;11-50;2014;Rua Marques de Lages, 1532, São Paulo, SP 04162-001,
Udrink Brasil;Entretenimento;http://www.k2agency.com.br;2-10;2011;Rua Maria Natália Teodoro, Cruzeiro, São Paulo 12702-050,
nerd2.me;Serviços financeiros;https://wincred.com.br/;0;2021;Alameda Rio Negro 503, Sala 2301, Barueri, São Paulo 06454-000,
CDM Corretora de Seguros;Software;http://www.textilcenter.com.br;11-50;2016;Curitiba, Paraná 80730180,
Trucks2You;Varejo;http://www.heavengroup.com.br;51-200;Sem informação;Rua Augusta 101, São Paulo, São paulo 01305-000,
PUBLIQUE;Produção de mídia;http://heavenmidia.com.br;0;Sem informação;Rua Augusta 101, São Paulo,
Captha Finanças e Soluções;Consultoria de gerenciamento;https://www.facebook.com/ReorganizacaoEmpresarial;0;2017;Rua Fernandes de Abreu, Itaim Bibi, 75 - S/L, São Paulo, Sao 04543-070,
GW Technologies;Tecnologia da informação e serviços;http://www.programmare.com.br;11-50;2014;Avenida Paulista 2202, 6° andar Sala 07, São Paulo, São Paulo 01310-932,
K2 Agency;Tecnologia da informação e serviços;http://www.mercada.com.br;11-50;2017;Avenida Carlos Gomes, 111, Porto Alegre, Rio Grande do Sul 90550-110,
Wincred Intermediação Financeira;Serviços financeiros;http://www.reismannconsultoria.com.br;2-10;2019;São Paulo, SP 04121-002,
Têxtil Center Ltda;Produção de mídia;http://www.estanciaeditoriais.com.br;0;Sem informação;Poços de Caldas, MG 37701186,
Heaven Group;Treinamento e orientação profissional;http://www.dmconsultoria.esp.br;0-1;1994;São Paulo, São Paulo 04662002,
Heaven Mídia;Contabilidade;http://www.dues.com.br;2-10;2018;Rua Padre Anchieta 2310 - bigorrilho, CJ 122 - 12º andar, Curitiba, Paraná 80730000,
CR Reorganização Empresarial;Imobiliário;https://www.clickcasanova.com.br/;0;2020;Avenida Cassiano Ricardo 319, sala 508, Condomínio Pátio das Américas, São José dos Campos, Sao Paulo 12246-870,
Programmare;Marketing e publicidade;https://www.facebook.com/gobathopublicidade/;2-10;2007;Rua Sílvio de Jorge, Araraquara, São Paulo
Mercada;Administração de serviços;http://www.agamadocumentos.com.br;2-10;2016;Av. Faria Lima, n° 1572 - Conj. 1619, São Paulo, São Paulo 01451-917,
Reismann Consultoria Financeira;Imobiliário;http://www.dm8imobiliaria.com.br;2-10;2010;Rua Professor Manoel Saturnino do Amaral, Conjunto 05 , Campinas, São Paulo 13108-044,
Estância Projetos Editoriais;Imobiliário;http://www.conquistadaminhacasa.com.br/;2-10;2019;Rua Wanderlei Junior 05, 1102, São José, Santa Catarina 88101010,
DM Consulting - Consultoria e Treinamento;Contabilidade;http://www.coletivacontabilidade.com.br/;2-10;2017;AV. JOSE FARIA DA ROCHA 2141, B, CONTAGEM, MG 32315-040,
DUES CONSULTORIA EMPRESARIAL E CONTÁBIL;Varejo;11;2-10;2018;Rua Mmdc, São Bernardo do Campo, São Paulo
Click Casa Nova Imobiliaria;Imobiliário;http://pagtemporada.com.br;2-10;Sem informação;Juiz de Fora, Minas Gerais 36026090,
GOBATHO PUBLICIDADE;Imobiliário;http://www.vibracorretor.com;0;Sem informação;Rua Mourato Coelho, 936, 6° andar, São Paulo, SP 05417-011,
Cartório Postal - Jd Paulistano;Tecnologia da informação e serviços;https://showcommerce.com.br;0;2013;SCN Quadra 4 Bloco B, Sala 702, Brasília, Distrito Federal 70714020,
DM8 Assessoria & Negócios Imobiliários;Seguros;81;2-10;Sem informação;Avenida Dantas Barreto, 191, Edifício Santo Antônio Sala 317, Recife, Pernambuco
CMC - Conquista da Minha Casa;Indústria automotiva;http://www.argautobsb.com.br;2-10;2010;RUA 14 NORTE LOTE 1 E 3 , SALA 201, BRASÍLIA, DF 71.909-720,
COLETIVA ORGANIZAÇÃO CONTÁBIL;Marketing e publicidade;51991377627;0;1994;Rua Tito Lívio Zambecari, 670, Porto Alegre, Rio Grande do Sul 90450-231,
LINKSIDE GROUP;Imobiliário;http://www.rfm2.com.br;0-1;2018;São Paulo, São Paulo 04207-000,
PagTemporada;Serviços financeiros;http://www.pagopay.com.br;0;2020;São Paulo, São Paulo
Vibra Corretor;Esportes;https://www.atytudefutevolei.com.br/;2-10;2019;Rio de Janeiro,
SHOWCOMMERCE TECNOLOGIA;Administração de serviços;http://www.connectme.com.br;2-10;2010;Rua Jair Hamms, 38, Atrium Offices - Sala 101B, Palhoça, SC 88137-084,
Alcantara Corretora;Logística e cadeia de suprimentos;https://www.solutions4business.com.br/;0;Sem informação;São Paulo, São Paulo
ARGAUTO MULTIMARCAS LTDA;Software;http://www.opusmy.com.br;0;2018;Sqsw 504 Bloco H, Cruzeiro, Distrito Federal 70673-507,
A-1 Assessoria de Marketing;Marketing e publicidade;https://www.crmsolucoesmktdigital.com/;0;2016;Rua Abrão Júlio Rahe, 989 - Centro, Campo Grande, MS 79020-190,
RFM2 Imóveis;Serviços financeiros;http://www.asafconsigbrasil.com.br;2-10;2020;São Paulo, SP
PagoPay Brasil;Atendimento ao consumidor;Inclui;2-10;2020;Rua Químico Roberto Pinho, n.18, RIO DE JANEIRO, RJ 22795-085,
Atytude Esportes;Consultoria de gerenciamento;http://www.it-soma.com.br;0;2016;Rio de Janeiro
Connect Me Negócios e Soluções;Bancos;http://jadcred.com.br;0;Sem informação;17 Tv. Higino Archetti - Centro, Franca, 14400-720,
Solutions 4 Business;Software;http://jobformodel.com;0;Sem informação;AVENIDA PAULISTA 171, 10º ANDAR, Sao Paulo, São Paulo 01311-000,
Opus My;Seguros;http://reinventcorretora.com.br;0;Sem informação;R E Invent Corretora De Seguros Dr Barcelos 1135 , Canoas, Rs 92310-200,
CRM SOLUÇÕES - Marketing e Vendas;Imobiliário;http://bloco.digital;2-10;2016;Florianópolis, Santa Catarina 88032-005,
Asaf Consig Brasil;Imobiliário;http://www.avaliei.com;2-10;2019;Rua Olimpíadas, 205, 9 Andar, São Paulo, São Paulo 04551000,
OASIS PRIME LIMITED;Imobiliário;http://casape.com.br;0;2019;Avenida Sete de Setembro 1741, Porto Velho, Rondônia 76804-123,
SOMA (+) Soluções Mobile Avançadas;Imobiliário;http://casape.com.br;2-10;2019;Avenida Sete de Setembro 1741, Porto Velho, Rondônia 76804-123,
JADCRED;Imobiliário;http://casape.com.br;2-10;2019;Avenida Sete de Setembro 1741, Porto Velho, Rondônia 76804-123,
Job For Model - Plataforma Digital E Intermediacao De Negocios Ltda.;Imobiliário;https://bleyperformancedigital.com.br;2-10;2020;Rua Marquês de Olinda 61, Rio de Janeiro, RJ 22251-040,
R E Invent Corretora Administradora De Seguros E Intermediacao Em Negocios De Certificacao Digital;Imobiliário;http://www.roratoimoveis.com.br;2-10;2010;Sala 2, Bairro Centro, Passo Fundo, RS
Bloco Inovação;Imobiliário;https://www.bhmgimoveis.com.br/;2-10;Sem informação;Belo Horizonte,
Avaliei;Imobiliário;http://www.brazilprofit.com;0;2020;Blumenau, Santa Catarina
Casapê;Tecnologia da informação e serviços;Principal;0;2021;Ribeirão Preto, SP 14000100,
Casapê;Tecnologia da informação e serviços;http://www.mag-it.com.br;51-200;2012;Avenida Presidente Vargas 1265, Ribeirão Preto, São Paulo
Casapê;Tecnologia da informação e serviços;https://sdc.com.br/industria-4-0/edge-computing/;0;1981;santo alberto, 381, sao paulo, São Paulo 04676-041,
Bley Performance Digital;Tecnologia da informação e serviços;https://www.sdc.com.br;11-50;1981;Rua Santo Alberto,381, São Paulo, SP 04676-041,
Rorato Imóveis;Tecnologia da informação e serviços;http://www.i9process.com.br;11-50;2006;Avenida José Rezende Costa 307, Uberlândia, Minas Gerais 38408-010,
Lucas Santiago;Tecnologia da informação e serviços;Inclui;0-1;2021;Curitiba, PR 82115-010,
Brazil Profit Investiments;Tecnologia da informação e serviços;http://www.fesper.com.br;2-10;2020;Curitiba, Paraná
Transformação Digital;Tecnologia da informação e serviços;5511953002905;0;2019;São Paulo, São Paulo
MAGIT IT PARTNER;Tecnologia da informação e serviços;http://www.simplifique.cc;2-10;2016;R. Corálio Soares de Oliveira, 433 – Centro, João Pessoa – PB., João Pessoa, Paraíba 58038150,
Transformação Digital SDC;Tecnologia da informação e serviços;http://www.atmasolucoes.com;0;2015;Avenida Rio Branco 1, 2003, Rio de Janeiro, Rio de Janeiro 20040001,
SDC;Tecnologia da informação e serviços;Inclui;11-50;2010;Rua Tabapuã 627, São Paulo,
i9 PROCESS Transformação Digital;Tecnologia da informação e serviços;http://www.itperformance.com.br;2-10;2014;Alameda Terracota 215, 5o Andar - Espaço Cerâmica São Caetano do Sul, São Caetano do SUl, SP
DT lab - Inovação e Transformação Digital;Tecnologia da informação e serviços;http://portalceo.com.br/;11-50;2018;Rua Tito 678, Conjunto 108, São Paulo, São Paulo 05051-000,
Fesper - Transformação Digital;Tecnologia da informação e serviços;http://www.socialyzer.com.br;0;2018;Rua Milton Gabriel 350, São José do Rio Preto, São Paulo 15085-335,
NUBE9 Soluções para Transformação Digital;Tecnologia da informação e serviços;http://www.digitalpath.com.br;2-10;2020;Avenida Andrômeda 885, Torre Office, Conj. 1.202, Barueri, São Paulo 06473-000,
Simplifique Transformação Digital;Tecnologia da informação e serviços;http://www.cloudgirls.com.br;2-10;2017;São Paulo, SP
ATMA Transformação Digital;Tecnologia da informação e serviços;http://www.agiletrendsbr.com;11-50;2013;Avenida Rebouças, 600 , São Paulo, SP 05402-000,
C4W Labz - Transformação Digital;Tecnologia da informação e serviços;https://www.linkedin.com/in/andreluismoser;2-10;2017;Avenida Agami 40, São Paulo, São Paulo 04522-000,
IT Performance Transformação Digital;Tecnologia da informação e serviços;http://d3.do;11-50;2002;Sem informação
Portal CEO | Transformação Digital, TI Estratégica e Empresa A4.0;Tecnologia da informação e serviços;http://www.digitaltechabc.com.br;2-10;2020;São Bernardo do Campo, São Paulo
Socialyzer - Consultoria em Transformação Digital;Tecnologia da informação e serviços;Inclui;2-10;Sem informação;Avenida Paulo Gracindo, 15, Uberlândia, Minas Gerais 38411-145,
Digital Path;Tecnologia da informação e serviços;http://sga.com.br;11-50;2010;Avenida Professor Mário Werneck 434, Belo Horizonte, Minas Gerais 30575-180,
Cloud Girls;Tecnologia da informação e serviços;https://vendors.com.br/;2-10;2010;São Paulo, SP
Agile Trends;Tecnologia da informação e serviços;https://givisiez.com.br/;0-1;2020;Belo Horizonte, Minas Gerais
Digital Strategy;Tecnologia da informação e serviços;http://www.mpjsolutions.com.br/;11-50;2015;Alameda Santos 1787, 14 Andar, São Paulo, São Paulo 01419-100,
D3_Company;Tecnologia da informação e serviços;https://www.sevensys.tech;11-50;2004;Rua: Dr. Léo de Carvalho, 74 - Velha, 3º Andar, Blumenau, Santa Catarina 89036239,
Digital Tech ABC;Tecnologia da informação e serviços;http://mageda.digital;11-50;2017;Alameda Santos 705, Sala 104, São Paulo, SP 01419-001,
Digiall - Transformação Digital;Tecnologia da informação e serviços;https://www.muvz.com.br/inicio/;11-50;Sem informação;Avenida Nicomedes Alves dos Santos 3600, Sala 227, Uberlândia, Minas Gerais 38411-106,
SGA TI em nuvem;Tecnologia da informação e serviços;http://www.snapsystems.com.br;11-50;2004;Av. Angélica 2529, Sala 103, São Paulo, SP 01227-200,
Vendors Transformação Digital;Tecnologia da informação e serviços;https://www.brasscom.org.br;11-50;Sem informação;Rua Funchal, 263 - Conj. 151 - Vila Olimpia, São Paulo, SP 04551-060,
Givisiez - Transformação Digital;Tecnologia da informação e serviços;http://bit.ly/MovtiCloundSolutions;11-50;2015;Rua dos Cisnes, 541, Palhoça, Santa Catarina 88137300,
MPJ Solutions;Tecnologia da informação e serviços;http://clint.digital;11-50;2011;Sem informação
SevenSys Soluções em TI;Tecnologia da informação e serviços;http://linklab.acate.com.br;11-50;2017;Sem informação
Mageda.Digital;Tecnologia da informação e serviços;https://linktr.ee/fcanalise;11-50;2005;Rua do Russel 804, 4° andar, Rio de Janeiro, Rio de Janeiro 22210-010,
Muvz Digital;Tecnologia da informação e serviços;http://www.leansolutions.com.br;11-50;2015;Av. Paulista, 807, 23º Andar, Jardim Paulista, São Paulo, São Paulo 01311-915,
SnapSystems;Tecnologia da informação e serviços;https://www.fracttal.com/br/;0;2014;Rua Benevenuta Barlet James, 69 - Centro, Florianópolis SC, Florianópolis, Santa Catarina
Brasscom;Tecnologia da informação e serviços;https://bit.ly/FracttalWeb;51-200;2015;Sem informação
Movti Cloud Solutions;Tecnologia da informação e serviços;http://www.autoforce.com;11-50;2015;Av. Amintas Barros, 3700. Lagoa Nova, Torre Business, 25º andar, Natal, RN 59075250,
Clint;Tecnologia da informação e serviços;https://www.infomach.com.br;11-50;2000;Av T-1, 2208, 1º andar, Setor Bueno, Goiânia, Goiás 74215-022,
LinkLab ACATE;Tecnologia da informação e serviços;http://www.cloudtarget.com.br/;11-50;2017;Avenida das Nações Unidas 12901, CJ 1601, Torre Oeste , São Paulo, SP 04794-000,
FC ANALISE DIGITAL - Uma startup FICHA CERTA;Tecnologia da informação e serviços;http://www.unionitdigital.com.br;2-10;2000;Rua George Ohm, 206, Torre A 6 andar, São Paulo, SP 04576-020,
Lean Solutions;Tecnologia da informação e serviços;http://www.institutocaldeira.org.br;2-10;2019;Travessa São José 455, Porto Alegre, Rio Grande do Sul 90240-200,
Fracttal Brasil;Tecnologia da informação e serviços;https://pipz.com/;11-50;2015;Rua Emílio Blum, Florianópolis, Santa Catarina 88020-010,
Fracttal;Tecnologia da informação e serviços;https://www.machertecnologia.com.br;11-50;2018;Rua do Russel 804, 301, Rio de Janeiro, Rio de Janeiro 22210-010,
AutoForce;Tecnologia da informação e serviços;http://www.becompliance.com;11-50;2018;Rua Célia Pólo Monteiro, 250, Vinhedo, São Paulo 13287-004,
Infomach;Tecnologia da informação e serviços;https://wbrain.me;11-50;2018;Sem informação
Cloud Target;Tecnologia da informação e serviços;http://www.aquare.la;11-50;2010;Rod. SC 401, Km 1, nº 600 , ParqTec Alfa – Ed. Ilhasoft - 10, Saco Grande, Florianópolis, Santa Catarina 88030-000,
Union IT Digital;Tecnologia da informação e serviços;http://www.atile.com.br;11-50;2009;R. Padre Anchieta, 2348, Conjunto 2108, Curitiba, PR 80730000,
Instituto Caldeira;Tecnologia da informação e serviços;http://www.datarain.com.br;11-50;2018;Rua Arizona 491, Conjunto 22, São Paulo, Sao Paulo
Pipz;Tecnologia da informação e serviços;http://www.codehb.com;51-200;2005;Sem informação
Macher Tecnologia;Tecnologia da informação e serviços;http://www.biti9.com.br;11-50;2015;Rua Pais Leme, 215 - Pinheiros, CJ 1613 e 1614, São Paulo, São Paulo 05424-150,
Be Compliance;Tecnologia da informação e serviços;http://www.outlier.global;0;2019;Rua Curt Hering 27, 1003, Itajaí, Santa Catarina 88305-500,
wBrain Agile People;Tecnologia da informação e serviços;http://www.fm4k.com.br;2-10;2018;Contagem, Minas Gerais 32310520,
Aquarela Advanced Analytics;Tecnologia da informação e serviços;https://vercer.com.br/;11-50;2020;Rua da Consolação 2302, 3 Andar - Sala 113, São Paulo, São Paulo 01302-001,
atile.digital;Tecnologia da informação e serviços;http://www.yube.com.br;11-50;2017;São Paulo, São Paulo
dataRain Consulting;Tecnologia da informação e serviços;http://www.goepik.com.br/;11-50;2017;Avenida Presidente Getúlio Vargas 2610, 2º Andar, Curitiba, Paraná 80240-040,
codeHB - Helping Business;Tecnologia da informação e serviços;http://bit.ly/Digitalk_Linkedin;11-50;2018;Avenida Angélica 2529, Habitat, São Paulo, SP 01228-200,
BITi9 - Business IT Innovation;Tecnologia da informação e serviços;http://www.lfca.com.br;2-10;Sem informação;São Bernardo do Campo,
Outlier - Transformação Digital;Tecnologia da informação e serviços;http://www.fncit.com.br;11-50;2005;Rua Padre Machado 455, Cj 11, São Paulo, SP 04127-000,
fm4k transformação digital;Tecnologia da informação e serviços;http://altasnet.com.br;11-50;2002;Rua Juruá 46, 7 Andar, Belo Horizonte, Minas Gerais 31140-020,
Vércer S/A;Tecnologia da informação e serviços;http://www.tellusgestao.com.br;11-50;2014;Rua Alexandre Dumas, 1711, São Paulo, São Paulo 04717-004,
yube;Tecnologia da informação e serviços;https://beprodevs.com.br/;11-50;2020;Sorocaba,
GoEPIK;Tecnologia da informação e serviços;http://www.hondana.com.br;11-50;2016;Sem informação
Digitalk CXM;Tecnologia da informação e serviços;http://agile.inc;11-50;2015;Rua Professor Aprígio Gonzaga 78, Salas 83 e 84 , São Paulo, SP 04303-000,
LFCA - Transformação Digital Corporativa;Tecnologia da informação e serviços;+55;0;2006;ABC, São Paulo, São Paulo
FNC IT Solutions;Tecnologia da informação e serviços;http://www.fab.work;11-50;2018;João Pessoa, 58036-840,
ALTASNET;Tecnologia da informação e serviços;http://www.microserviceit.com.br;11-50;1991;Av. Brasil, 857, Blumenau, SC 89050-000,
Tellus Gestão da Informação;Tecnologia da informação e serviços;http://www.quodeproject.com.br;11-50;Sem informação;Sem informação
proDevs;Tecnologia da informação e serviços;https://conectanuvem.com.br;11-50;2013;Rua Almirante Barroso 165, Florianópolis, Santa Catarina 88030-460,
Hondana;Tecnologia da informação e serviços;http://www.vtt.com.br;11-50;1996;R. Thomas Deloney, 115, Chácara Santo Antônio, São Paulo, São Paulo 04710-040,
Agile.Inc;Tecnologia da informação e serviços;http://www.nexxys.com/;11-50;2011;Rua Oscar Freire 585, 7o andar, São Paulo, 01426-001,
Leantech Transformação Digital;Tecnologia da informação e serviços;http://www.a10br.com/;11-50;2016;Av. Queiroz Filho 1700 - Torre A - sl. 907, São Paulo, SP 05319000,
FABWORK;Tecnologia da informação e serviços;http://www.fidentech.com;11-50;2015;Sem informação
Microservice Tecnologia da Informação;Tecnologia da informação e serviços;http://www.ost.com.br;11-50;1995;Rua Santa Cruz, 2105 - Vila Mariana, 17ª andar - Sala 1717, São Paulo, SP 04121-002,
Quode;Tecnologia da informação e serviços;http://www.n1it.com.br;11-50;2003;Rua Conselheiro Saraiva, 207, São Paulo,
Conecta Nuvem + Conecta Suite;Tecnologia da informação e serviços;http://t10.digital;11-50;2019;Rua Humaitá, 145, Apto 06, Uberlândia, Minas Gerais 38.412-000,
VTT;Tecnologia da informação e serviços;http://zygon.digital;11-50;2011;Sem informação
Nexxys;Tecnologia da informação e serviços;http://www.datacoress.com;11-50;2016;Av. Dr. Chucri Zaidan 1550, 12º andar, , Sao Paulo, Sao Paulo 04583-110,
A10;Tecnologia da informação e serviços;https://br24.io;11-50;2017;Rodovia José Carlos Daux 4150, Santo Antônio de Lisboa, Santa Catarina 88032-005,
FidenTech;Tecnologia da informação e serviços;http://www.projetas.com.br;11-50;2011;Praça Doutor Duarte, 10 - Centro, 04° Andar, Uberlândia, Minas Gerais 38400156,
OST Tecnologia;Tecnologia da informação e serviços;https://www.uxinnovation.com.br;11-50;2001;Av. Doutor Vital Brasil, Sala 312, São Paulo , São Paulo 05503001,
N1 IT Stefanini;Tecnologia da informação e serviços;http://www.savant.com.br;2-10;2002;Av. Brigadeiro Luis Antonio, 2344 - cj. 13 - Jardim Paulista, São Paulo, SP 01402-000,
T10;Tecnologia da informação e serviços;https://www.hcentrix.com/;11-50;2017;Alameda Vicente Pinzón 54, São Paulo, 04547-130,
Zygon AdTech & Data Solutions;Tecnologia da informação e serviços;https://www.original.io/;11-50;2011;Sem informação
Data Core Solutions Services;Tecnologia da informação e serviços;Inclui;0-1;2013;Rua Maria Curupaiti, 441 cj 209, São Paulo, São Paulo 02452-001,
Br24 ⚡️ A maior parceira Bitrix24 LatAm;Tecnologia da informação e serviços;http://www.htsolutions.com.br;11-50;1959;Br 116, 7.350, Portal da Serra, Dois Irmãos, RS 93950-000,
Projetas Soluções Integradas;Tecnologia da informação e serviços;https://www.escritoriointeligente.com;11-50;2005;Sem informação
UX Innovation;Tecnologia da informação e serviços;http://www.garagecriativa.com.br;11-50;2016;Rua Dr Ovídeo Pires de Campos, 75, Distrito Inova HC, São Paulo, São Paulo 05403-010,
SAVANT TECNOLOGIA DA INFORMAÇÃO;Tecnologia da informação e serviços;http://www.powerofdata.com.br;11-50;2018;SP-010, São Paulo,
hCentrix;Tecnologia da informação e serviços;http://www.introduce.com.br;11-50;2012;
Original.io;Tecnologia da informação e serviços;https://www.groundwork.com.br;11-50;2018;Sem informação
Unicity;Tecnologia da informação e serviços;http://www.zukk.com.br;11-50;2019;Rua Moscou 46, Sala 8, São José dos Campos, São Paulo 12216-700,
HT Solutions;Tecnologia da informação e serviços;http://www.operah.com.br;11-50;2002;Rua Arquiteto Olavo Redig de Campos,, 105 Torre B 24 andar, SÃO PAULO, SP 04711-904,
Escritório Inteligente;Tecnologia da informação e serviços;http://appsistemas.com.br;11-50;1986;Rua Hamilton Cesar Zoccal, 195, São José do Rio Preto, São Paulo 15080-390,
Garage Criativa;Tecnologia da informação e serviços;http://www.tolife.com.br;11-50;2009;
PowerOfData;Tecnologia da informação e serviços;http://www.gett.com.br;11-50;2008;Av. das Nações Unidas, 11.633 - 8º andar, São Paulo, São Paulo 04533-085,
Introduce - Tecnologia para Crescer;Tecnologia da informação e serviços;http://www.listradigital.com.br;11-50;2010;Av. Raja Gabáglia 4977, sala 325, Belo Horizonte, Minas Gerais 30360-663,
Groundwork Tecnologia;Tecnologia da informação e serviços;http://codecs.com.br;11-50;2019;Rua Pedroso Alvarenga, 691, São Paulo, São Paulo 04531011,
Zukk - Geoespacial;Tecnologia da informação e serviços;https://www.bertholdo.com.br;11-50;1999;Av. Professor Mário Werneck, 26 - Bairro Estoril, Belo Horizonte, MG 30455610,
Óperah Soluções Empresariais;Tecnologia da informação e serviços;http://younner.com;11-50;2011;Avenida Carlos Gomes 400, Sala 701, Porto Alegre, Rio Grande do Sul 90480-000,
APP Sistemas;Tecnologia da informação e serviços;http://www.granter.com.br;11-50;2003;Rod. SC-401, KM 01, n° 600, ParqTec Alfa - Ed Alfama - Sala 403, Florianópolis, Santa Catarina 88030-911,
ToLife S/A;Tecnologia da informação e serviços;http://www.innovision.com.br;11-50;1996;Rua Amazonas 439 terreo 2, Sao Caetano do Sul, Sao Paulo 09520-070,
Gett Tecnologia;Tecnologia da informação e serviços;http://www.redh.com.br;2-10;2016;Sem informação
Listra;Tecnologia da informação e serviços;http://www.linainfratech.com.br;11-50;2020;São Paulo,
The Codecs;Tecnologia da informação e serviços;http://www.sienacompany.com;11-50;1996;Sem informação
Bertholdo;Tecnologia da informação e serviços;https://www.d7innovation.com.br;2-10;2020;Santo André, SP
Younner;Tecnologia da informação e serviços;http://www.profectum.com.br/;11-50;2015;Scopa Platinum Corporate - R. Monsenhor Bruno, 1153 - Aldeota, Fortaleza - CE, 1708 e 1710, Fortaleza, Ceará 60115-170,
Granter;Tecnologia da informação e serviços;http://www.livti.com.br;11-50;2012;Rua Conde Afonso Celso, nº 36 - sala 201, Capoeiras, Florianópolis, Santa Catarina 88070-560 ,
Innovision - Consultoria de Tecnologia e Negócios;Tecnologia da informação e serviços;http://www.amber.com.br;11-50;2014;Sem informação
ReDh Consultoria em Tecnologia e Transformação Digital;Tecnologia da informação e serviços;https://agilethink.com.br;11-50;2015;Alameda Santos 415, 11 ANDAR, São Paulo, SÃO PAULO 01418-100,
Lina Infratech S.A.;Tecnologia da informação e serviços;http://www.selectsolucoes.com.br;11-50;2016;Rua Padre João Manuel 222, São Paulo, 01411-001,
Siena Company;Tecnologia da informação e serviços;http://i3csolucoes.com.br/;11-50;2013;Rua Tatuapé, sala 3, Joinville, Santa Catarina 89210-340,
D7 Innovation;Uberlândia, Minas Gerais;http://www.mesttra.com;2-10;2020;Avenida Floriano Peixoto 1615, S01, Uberlândia, Minas Gerais 38400-700,
Profectum;Tecnologia da informação e serviços;https://re9it.inf.br/;11-50;2018;Rua Jandiatuba 630, sala 623, São Paulo, SP 05716150,
LIVTI;Tecnologia da informação e serviços;https://www.weduka.com.br;11-50;2019;Cidade Universitária Pedra Branca, Sala 101 B, Florianópolis, SC 88137094,
Amber;Tecnologia da informação e serviços;http://viavirtual.net;2-10;2006;Alameda Ibérica 285, unidade 110 - Tamboré 6, Santana de Parnaíba, SP 06543-502,
Agile Think®;Tecnologia da informação e serviços;https://www.drtransformacaodigital.com.br;11-50;2017;Largo Padre Péricles, 145, conj. 158, São Paulo, São Paulo 05611040,
Select Soluções;Tecnologia da informação e serviços;https://www.xcl.company;11-50;2017;Avenida Rouxinol 300, Conjunto 72, São Paulo, SP 04516-000,
I3C Soluções Inteligentes;Tecnologia da informação e serviços;https://troika.ind.br;2-10;2020;Vitória, Espírito Santo
mesttra.;Tecnologia da informação e serviços;https://linktr.ee/shareprimeoficial;11-50;2014;Sem informação
RE9IT;Tecnologia da informação e serviços;http://www.bizm.com.br;11-50;2020;São Paulo,
Weduka;Tecnologia da informação e serviços;https://digitalcommerces.live/;0;2011;Rio de Janeiro,
Via Virtual;Tecnologia da informação e serviços;http://www.valueit.com.br;2-10;2012;Alameda Joaquim Eugênio de Lima 881, CJ. 404, São Paulo, SP 01403-001,
dr_transformaçãodigital;Tecnologia da informação e serviços;http://www.elevo.eti.br;2-10;Sem informação;Caxias do sul, Brazil
XCL;Tecnologia da informação e serviços;http://incuca.net/;11-50;2013;Servidão Aroeiras do Gramal, 250 - Campeche, Florianópolis, SC 88063-094,
TROIKA;Tecnologia da informação e serviços;http://www.anadi.com.br;11-50;2001;Sala 08, Guarulhos, SP 07191-000,
SharePrime;Tecnologia da informação e serviços;http://www.iland.com.br;11-50;2001;Sem informação
BIZM - Business Makers;Tecnologia da informação e serviços;http://eskive.com;11-50;2018;Avenida Angélica 2529, São Paulo, 01227-200,
Digital Commerces;Tecnologia da informação e serviços;https://www.t-logica.com.br;11-50;2000;Rua Maestro Cardim 354, 6 Andar, São Paulo, São Paulo 01323-000,
Value iT;Tecnologia da informação e serviços;http://arkos.digital;11-50;2019;Sem informação
Elevo;Tecnologia da informação e serviços;http://www.greenfive.com.br;11-50;2018;Avenida das Américas 1155, Grupo 509 - Barra da Tijuca, Rio de Janeiro, Rio de Janeiro 22631-903,
InCuca Tech;Tecnologia da informação e serviços;http://www.amplaintelligence.com.br;2-10;2016;Ribeirão Preto, São Paulo 04575001,
ANADI SOLUÇÕES;Tecnologia da informação e serviços;http://www.easydocs.com.br;11-50;2009;Rua Lauro Luchesi 381, São Paulo, 02348-090,
iLand Soluções;Tecnologia da informação e serviços;http://www.conexaoagil.com.br;11-50;2016;Castelo, Belo Horizonte, MG 30840420,
Eskive;Tecnologia da informação e serviços;http://goledger.com.br/;11-50;2017;SCLN 406 BLOCO E, SALA 208, Brasília, DF 70847-550,
T-Logica;Tecnologia da informação e serviços;https://www.pixida.com/;11-50;2015;Rua Capitão Antonio Rosa, 409, São Paulo, SP 01443010,
Arkos;Tecnologia da informação e serviços;https://www.instagram.com/comeialabs/;11-50;2016;Armazém da Criatividade do Porto Digital, BR 101, Caruaru, Pernambuco 55022130,
Greenfive Soluções em Tecnologia;Tecnologia da informação e serviços;http://www.neotalk.net.br;2-10;2018;São Paulo, SP 04571-925,
AMPLA Intelligence;Tecnologia da informação e serviços;http://www.neobiz.com.br;2-10;2018;São Paulo, SP 01419-001,
Easy Doc Soluções Integradas;Tecnologia da informação e serviços;http://www.digitalcircle.com.br;0;Sem informação;Belo Horizonte, Minas Gerais
